Player ID,PlayerName,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,WIN,LOSE,TIE,RigsHit,OfflistHit,Rigs,RigsMissed,SoloRigs,MissedSolos,LivesLostOnRigs,OfflistErigs,rigs8,TotalSongs,Samples
1.0,atsui,32.486,3.0,0.4,4.112,6.0,5.8,16.0,11.0,0.0,15.2,20.8,19.0,3.8,3.8,1.6,0.6,0.4,3.256,109.2,5
4.0,watashiii,71.331,9.333,0.0,3.474,18.5,23.833,21.0,11.0,0.0,55.333,33.333,67.167,11.833,11.0,2.333,3.5,1.667,3.046,124.333,6
7.0,Stunar,85.437,4.0,0.0,3.136,13.0,38.0,3.0,2.0,0.0,29.0,59.0,30.0,1.0,6.0,0.0,1.0,2.0,3.333,103.0,1
8.0,Hejsan,44.602,1.5,0.5,4.175,6.5,11.25,11.0,8.0,1.0,29.25,20.75,41.25,12.0,6.75,2.75,2.75,0.0,3.508,112.25,4
14.0,ArronChu,66.139,10.5,0.75,3.602,16.5,24.25,10.0,11.0,3.0,25.75,69.5,28.25,2.5,11.25,1.25,0.5,3.25,2.264,144.5,4
16.0,yahallonyanpasu,45.064,10.3,1.8,3.027,15.7,14.9,35.0,21.0,0.0,24.6,30.7,32.5,7.9,12.6,1.9,1.6,1.5,2.466,122.5,10
18.0,GyroInmobile,48.718,2.0,0.0,4.316,9.0,7.0,1.0,3.0,1.0,29.0,28.0,36.0,7.0,3.0,1.0,2.0,0.0,3.75,117.0,1
19.0,Jlin2,79.55,9.333,0.0,3.518,16.0,23.0,7.0,8.0,0.0,37.0,52.333,39.0,2.0,5.0,1.0,0.667,2.0,3.274,111.333,3
20.0,kar72,64.818,5.6,0.0,3.662,11.7,20.6,25.0,24.0,3.0,34.1,41.7,40.6,6.5,6.2,1.5,1.6,1.8,3.416,116.8,10
21.0,PoolNoodle,69.6,5.8,0.0,3.627,13.9,26.0,23.0,31.0,1.0,23.0,69.2,24.0,1.0,8.5,0.2,0.2,1.7,2.968,132.4,10
23.0,Shuuka,35.593,5.0,0.0,3.286,9.0,10.0,4.0,2.0,0.0,23.0,19.0,40.0,17.0,8.0,4.0,2.0,1.0,2.45,118.0,1
27.0,Deafness,71.936,6.833,0.5,3.741,15.5,28.333,15.0,20.0,0.0,67.833,31.167,80.333,12.5,8.667,3.667,3.833,0.833,3.443,137.667,6
28.0,FORTNAYT,77.321,8.0,0.0,3.526,19.5,27.5,8.0,4.0,0.0,43.5,53.5,44.5,1.0,11.0,0.5,0.5,2.0,3.372,125.5,2
30.0,revel,55.441,6.5,0.0,3.583,13.5,14.5,6.0,4.0,0.0,33.0,26.5,35.5,2.5,7.5,0.0,1.0,0.5,3.174,107.0,2
31.0,SakurabaRola,63.444,6.0,0.0,3.685,10.0,15.333,10.0,5.0,0.0,38.667,31.0,47.0,8.333,9.333,1.667,2.0,1.0,3.232,108.333,3
33.0,Tsui,59.86,4.6,0.1,3.775,13.2,19.8,32.0,22.0,1.0,23.4,52.7,27.4,4.0,6.3,1.1,0.8,1.4,3.226,127.5,10
34.0,YuriMeguri,71.047,4.0,0.0,3.768,11.8,30.8,17.0,11.0,1.0,44.0,52.2,49.6,5.6,7.2,2.2,1.8,1.6,3.417,135.4,5
36.0,anonimus_opinion,50.424,3.5,1.0,4.095,8.0,12.0,7.0,4.0,0.0,31.5,33.5,41.5,10.0,5.0,1.0,1.5,1.0,3.497,129.0,2
37.0,claydoll1091,43.871,5.9,0.0,3.947,9.8,8.9,30.0,24.0,1.0,21.1,32.4,25.9,4.8,8.7,1.8,0.9,1.2,2.943,122.1,10
38.0,Diukes,46.596,4.4,0.8,3.782,8.2,11.6,14.0,13.0,1.0,33.0,24.0,50.4,17.4,7.0,2.4,4.6,0.4,3.203,120.6,5
40.0,FUCK_AMQ,31.667,3.889,0.667,3.711,7.667,7.333,27.0,21.0,1.0,23.778,10.889,37.111,13.333,5.111,1.556,2.556,0.111,3.108,110.0,9
45.0,Noru,54.102,4.333,0.5,4.0,8.667,9.5,18.0,12.0,0.0,32.167,26.0,39.5,7.333,6.5,1.167,2.333,0.333,3.425,107.167,6
46.0,Orfey,35.588,3.8,0.6,3.496,8.0,9.3,29.0,28.0,0.0,25.4,16.2,35.7,10.3,7.0,2.7,2.6,0.0,2.798,117.3,10
47.0,Renzou,52.036,5.8,0.1,3.817,11.0,11.1,31.0,21.0,1.0,35.6,25.9,39.9,4.3,7.8,1.2,1.2,0.3,3.242,118.1,10
49.0,accelerator11,38.017,3.0,3.0,4.304,10.0,6.0,4.0,1.0,0.0,27.0,19.0,56.0,29.0,8.0,4.0,9.0,0.0,3.179,121.0,1
50.0,Sniparook,61.457,8.0,0.0,3.788,12.333,20.667,8.0,7.0,1.0,52.333,34.667,64.667,12.333,11.667,3.0,4.667,1.333,3.132,142.0,3
51.0,Chata,53.599,5.3,0.4,4.07,10.4,11.7,26.0,24.0,2.0,33.2,35.2,37.7,4.5,5.6,1.0,1.0,1.5,3.734,127.7,10
52.0,Thaleko,66.548,5.9,0.0,3.956,13.3,19.6,28.0,23.0,4.0,38.7,48.8,41.9,3.2,7.2,1.0,0.7,1.4,3.57,131.6,10
58.0,Lika,47.034,7.7,0.2,3.502,13.8,13.9,36.0,22.0,0.0,26.8,30.7,28.9,2.1,10.4,1.2,0.3,0.6,2.637,122.3,10
59.0,neoburnz,63.481,5.5,0.0,3.77,12.3,18.0,25.0,27.0,1.0,36.5,35.5,39.7,3.2,6.1,1.1,0.6,0.9,3.511,112.3,10
66.0,bamboo,41.576,4.2,0.5,3.887,8.4,9.4,19.0,36.0,1.0,26.5,23.8,27.3,0.8,7.1,0.4,0.2,0.5,3.412,119.1,10
67.0,DKing20,38.243,1.7,0.0,4.276,4.3,7.9,27.0,28.0,0.0,25.6,18.7,27.0,1.4,4.0,0.4,0.3,0.0,3.866,115.8,10
69.0,Jube,34.409,2.0,0.0,4.125,6.0,4.0,2.0,3.0,0.0,18.0,14.0,24.0,6.0,3.0,2.0,1.0,0.0,3.167,93.0,1
70.0,MahiruShiina,50.993,4.9,0.1,3.863,9.9,11.6,29.0,24.0,0.0,44.1,14.0,53.1,9.0,8.0,2.3,2.6,0.0,3.412,114.2,10
72.0,ruuka,45.454,3.1,0.1,3.751,7.9,12.1,33.0,22.0,0.0,34.2,19.0,51.5,17.3,6.2,2.9,4.1,0.6,3.08,116.9,10
76.0,comfv,44.218,4.0,0.6,3.781,8.6,11.8,31.0,23.0,0.0,22.9,30.2,28.3,5.4,7.6,2.1,1.1,0.6,2.997,120.3,10
77.0,neptune,55.651,4.9,0.0,3.637,10.2,18.4,25.0,28.0,1.0,42.1,24.5,45.5,3.4,5.6,0.7,0.8,0.5,3.347,119.6,10
78.0,doomchicken,52.45,3.9,0.1,3.886,9.4,14.4,29.0,24.0,1.0,44.6,24.2,50.7,6.1,7.3,1.3,1.3,1.0,3.754,131.1,10
79.0,JuliAless64,53.868,3.7,0.2,3.936,8.1,13.8,25.0,26.0,0.0,38.2,21.3,46.4,8.2,7.0,1.3,2.3,0.3,3.576,110.8,10
80.0,moosepi,50.747,2.9,0.1,4.086,8.3,12.7,21.0,34.0,1.0,38.6,27.8,50.1,11.5,5.8,1.9,2.8,0.4,3.635,131.4,10
81.0,Pile,43.71,4.0,0.1,3.865,8.6,10.1,28.0,28.0,0.0,33.8,17.4,51.1,17.3,9.7,5.5,3.9,0.2,2.869,117.1,10
82.0,ShiinaMahiru,56.998,4.0,0.2,3.778,9.3,15.2,25.0,30.0,0.0,27.1,38.4,29.4,2.3,4.7,0.4,0.6,1.2,3.606,114.7,10
83.0,Milar,57.012,5.2,0.2,3.664,11.7,18.9,29.0,26.0,1.0,30.8,40.8,35.4,4.6,9.1,1.9,1.0,0.5,2.886,125.5,10
84.0,Alkios,42.853,2.5,0.5,4.281,8.5,8.75,29.0,18.0,0.0,23.125,37.5,28.25,5.125,5.25,0.75,0.75,0.875,3.999,141.625,8
85.0,Animerod,32.693,2.5,0.5,4.048,5.5,5.0,6.0,4.0,1.0,21.5,18.5,30.0,8.5,6.0,3.0,2.0,0.5,3.098,121.5,2
86.0,Aryssiel,33.203,2.4,0.6,4.325,5.0,5.3,24.0,31.0,1.0,28.1,12.4,33.7,5.6,6.8,1.0,0.9,0.1,3.775,123.1,10
87.0,Beokros,47.377,5.7,0.4,3.931,9.8,11.9,26.0,28.0,2.0,33.9,25.2,37.8,3.9,7.5,1.5,0.5,0.4,3.334,125.1,10
88.0,Emdiel,49.014,5.0,0.1,3.684,9.8,11.5,29.0,26.0,0.0,37.7,16.7,46.3,8.6,5.5,2.5,2.0,0.7,3.238,108.9,10
90.0,Keizan,31.882,4.111,0.889,3.73,7.778,5.889,26.0,22.0,1.0,23.667,11.0,30.556,6.889,6.778,1.111,1.667,0.111,3.169,109.0,9
91.0,Baikinman,44.328,2.667,0.444,4.273,5.778,8.778,25.0,22.0,0.0,33.889,19.0,54.111,20.222,5.667,3.0,4.556,0.333,3.54,119.333,9
97.0,chaabdu92,40.549,2.4,0.3,4.049,6.0,9.1,28.0,25.0,1.0,29.5,18.7,35.1,5.6,6.1,0.8,0.9,0.1,3.604,119.2,10
98.0,Comete,45.532,5.0,0.25,3.856,10.0,8.75,18.0,4.0,0.0,33.25,25.75,46.25,13.0,9.5,3.5,2.0,0.5,3.258,126.75,4
100.0,IrinaShidou,50.9,3.2,0.3,4.058,8.8,12.0,23.0,31.0,0.0,46.0,17.0,69.0,23.0,6.8,5.0,6.6,0.2,3.222,123.6,10
102.0,MoltenAshes,41.337,1.5,0.0,4.292,6.333,6.0,17.0,16.0,0.0,23.5,26.833,28.333,4.833,4.167,1.0,1.0,0.0,3.992,121.0,6
103.0,mrwolf2,38.504,4.625,0.875,3.676,8.375,9.75,20.0,21.0,1.0,22.875,21.0,38.5,15.625,8.875,4.5,3.25,0.5,2.655,114.5,8
104.0,joey,37.424,2.4,0.7,4.171,6.9,5.4,24.0,29.0,1.0,25.3,18.0,30.6,5.3,5.7,1.2,1.0,0.2,3.536,115.6,10
105.0,Zeal_Kido,38.602,3.5,0.333,4.083,8.333,8.0,15.0,16.0,0.0,34.0,11.833,46.0,12.0,6.333,3.0,2.5,0.0,3.287,118.5,6
106.0,cafezinho,50.212,5.3,0.0,3.562,11.6,12.5,27.0,28.0,0.0,38.8,16.9,49.0,10.2,9.0,2.6,2.5,0.6,3.051,111.2,10
107.0,Cindergoat,17.548,1.5,0.0,4.148,5.0,1.5,2.0,7.0,1.0,12.5,6.5,27.5,15.0,5.5,2.5,4.0,0.0,2.778,111.0,2
112.0,Legitted,48.664,3.0,0.5,4.147,7.0,12.5,10.0,13.0,0.0,18.5,46.25,19.75,1.25,4.75,0.0,0.25,0.75,3.544,131.5,4
113.0,Maki04,50.526,3.3,0.1,4.002,7.9,11.0,27.0,26.0,1.0,36.1,22.6,45.0,8.9,4.6,1.6,1.5,0.4,3.479,115.9,10
114.0,Mayottatoki,42.993,3.0,0.5,4.239,6.7,8.8,22.0,31.0,2.0,33.0,22.1,45.5,12.5,6.9,2.6,2.9,0.4,3.523,128.0,10
115.0,Saiki,40.24,6.0,0.0,3.861,10.5,8.5,5.0,5.0,0.0,25.5,22.5,26.5,1.0,12.0,0.5,0.0,0.5,3.098,119.0,2
119.0,Fumiii,50.663,3.9,0.1,4.011,9.5,10.7,32.0,21.0,1.0,41.9,17.9,45.6,3.7,4.4,0.9,1.3,0.3,3.655,117.3,10
120.0,HiHi,46.414,4.75,0.375,3.763,9.875,10.25,22.0,21.0,1.0,30.0,20.875,33.625,3.625,7.125,1.125,0.875,0.625,3.344,110.0,8
121.0,Janoxx,32.065,6.9,0.6,3.333,10.2,7.6,32.0,23.0,0.0,16.8,18.1,17.9,1.1,10.8,0.3,0.2,0.2,1.949,108.2,10
123.0,Konsumenci,36.723,5.1,0.0,3.699,9.9,5.2,29.0,29.0,0.0,18.1,24.2,23.2,5.1,8.0,2.8,0.9,0.4,2.602,114.6,10
124.0,LelPop,40.104,5.0,0.0,3.598,8.25,10.0,8.0,15.0,0.0,21.25,25.25,27.5,6.25,6.75,1.75,1.5,0.75,2.876,115.0,4
125.0,paperyoshi10,44.819,5.0,0.3,3.904,9.7,8.1,27.0,29.0,0.0,28.2,21.6,28.7,0.5,4.3,0.0,0.1,0.4,3.726,111.6,10
128.0,apurplenose,54.834,3.6,0.4,4.161,8.1,12.6,20.0,33.0,1.0,33.3,33.1,37.3,4.0,4.5,1.1,1.4,0.7,3.776,121.5,10
129.0,peeku,50.276,4.0,0.25,4.2,8.75,9.0,11.0,11.0,0.0,31.0,31.75,37.25,6.25,6.0,0.75,0.75,0.5,3.742,124.25,4
133.0,ChrisLefko,31.38,1.6,0.3,4.053,4.6,5.9,28.0,27.0,0.0,25.2,12.5,41.8,16.6,5.2,2.1,4.2,0.1,3.284,117.9,10
134.0,Jakemonkey,41.981,3.7,0.0,4.026,8.0,6.8,19.0,37.0,0.0,26.0,24.7,29.6,3.6,4.6,0.8,1.3,0.5,3.458,121.0,10
136.0,Megu29,22.507,1.0,0.333,3.954,3.667,4.667,7.0,8.0,1.0,18.667,6.667,44.333,25.667,6.0,3.667,4.0,0.0,2.988,114.667,3
139.0,benevelante,33.414,1.667,1.667,4.512,4.333,9.333,6.0,9.0,1.0,30.0,12.667,37.0,7.0,3.333,0.0,2.667,0.333,4.329,127.667,3
143.0,mahzrunner,42.263,2.9,0.5,4.15,8.0,7.1,25.0,29.0,1.0,30.5,20.6,36.6,6.1,6.8,1.4,1.2,0.1,3.538,121.1,10
144.0,liljakatsuragi,43.626,2.1,0.2,4.334,5.4,7.2,23.0,30.0,1.0,33.3,19.3,41.4,8.1,4.3,1.2,2.1,0.3,3.818,119.8,10
146.0,tapumomo,41.115,3.6,0.4,3.934,8.1,9.7,28.0,24.0,1.0,27.4,22.0,33.8,6.4,6.9,1.5,0.9,0.2,3.368,120.3,10
147.0,thjalago,24.115,4.25,2.5,4.028,7.75,3.5,11.0,12.0,0.0,18.5,8.5,21.25,2.75,6.25,0.75,1.25,0.0,3.485,113.0,4
148.0,uy5gf,28.382,2.571,0.286,4.451,4.714,3.286,17.0,19.0,2.0,20.0,11.0,34.429,14.429,6.857,3.143,3.429,0.0,3.064,108.571,7
149.0,Zozo,46.862,3.2,0.1,3.923,7.5,10.7,28.0,23.0,2.0,29.1,24.8,32.7,3.6,4.6,0.8,0.9,0.5,3.554,113.9,10
150.0,Bommie,44.861,2.6,0.1,4.245,6.4,6.2,32.0,20.0,0.0,40.8,11.1,51.1,10.3,3.4,1.8,1.7,0.2,3.788,115.8,10
154.0,Sayuriii,26.738,2.5,0.5,4.158,5.0,4.5,4.0,7.0,0.0,26.5,4.0,37.5,11.0,6.0,1.5,2.5,0.0,3.693,114.0,2
155.0,Unborned,26.36,2.4,0.4,4.004,4.8,4.9,36.0,18.0,0.0,22.4,7.5,30.8,8.4,5.8,1.6,1.7,0.2,3.49,111.2,10
156.0,Zental,51.319,5.3,0.0,3.704,9.6,11.8,21.0,33.0,0.0,30.8,21.7,32.8,2.0,4.9,0.6,0.8,0.7,3.323,102.4,10
157.0,CM02,31.638,1.8,0.6,4.584,5.3,2.8,31.0,21.0,2.0,27.4,11.4,33.0,5.6,3.9,0.7,0.7,0.1,4.107,122.5,10
159.0,legrandort,38.926,2.1,0.2,4.52,6.1,3.7,28.0,25.0,0.0,26.6,16.6,28.5,1.9,3.8,0.7,0.2,0.3,4.058,113.0,10
160.0,Skychael,36.488,4.2,0.6,3.664,9.6,8.3,24.0,33.0,1.0,23.7,19.9,28.2,4.5,7.2,1.6,0.9,0.5,2.868,117.7,10
164.0,IAmAsianNoob,27.273,0.5,0.2,4.75,3.3,2.1,23.0,27.0,1.0,18.3,12.1,22.0,3.7,1.7,0.7,0.6,0.2,4.2,110.2,10
166.0,gw13,25.541,2.0,0.0,4.15,4.0,4.0,4.0,7.0,0.0,8.0,20.0,9.0,1.0,3.0,1.0,0.0,1.0,1.472,106.5,2
168.0,Lightning,36.097,2.2,0.3,4.574,4.8,5.2,22.0,32.0,2.0,32.4,14.2,38.3,5.9,6.3,1.2,1.6,0.2,3.99,128.9,10
169.0,yashadox,20.87,2.0,1.0,4.125,4.0,3.0,2.0,3.0,0.0,17.0,7.0,24.0,7.0,2.0,2.0,1.0,1.0,3.5,115.0,1
170.0,hubcioskubcio,16.506,1.1,1.1,4.547,3.3,1.3,30.0,23.0,1.0,15.6,3.3,20.3,4.7,3.0,0.7,1.4,0.0,3.931,114.6,10
171.0,JustAWeirdo,23.488,2.4,0.1,4.18,4.9,2.7,34.0,21.0,0.0,16.4,8.8,18.5,2.1,5.6,0.7,0.2,0.0,3.613,106.4,10
172.0,oolli,35.298,2.3,0.0,3.979,5.8,7.1,29.0,26.0,1.0,31.3,5.3,40.8,9.5,5.3,1.6,1.4,0.1,3.503,104.1,10
174.0,TateyamaAyano,20.23,1.9,1.0,4.357,4.0,3.2,26.0,29.0,0.0,16.9,8.6,27.7,10.8,6.0,1.8,2.0,0.2,3.28,126.6,10
175.0,Kirox,35.118,2.286,0.143,4.111,5.571,6.0,22.0,15.0,0.0,28.286,9.143,37.857,9.571,4.0,1.714,1.857,0.143,3.488,106.286,7
176.0,Spitzell,43.93,2.9,0.3,4.328,7.6,7.9,26.0,30.0,1.0,35.9,19.4,40.0,4.1,6.2,0.9,0.6,0.3,3.93,124.5,10
177.0,oh95,45.663,2.333,0.167,4.128,7.0,11.333,16.0,17.0,1.0,27.667,30.5,34.5,6.833,5.167,0.833,2.333,0.5,3.581,128.167,6
179.0,Floth,35.027,3.9,0.3,3.65,7.4,7.6,22.0,32.0,1.0,23.9,14.7,30.7,6.8,8.1,1.8,1.9,0.3,2.732,108.6,10
